Cliente_ID,Antiguedad_Maxima,edad_Maxima,Nivel_Ingresos,Saldo_Pendiente,Puntaje_Morosidad1,Puntaje_Morosidad2,Puntaje_Morosidad3,Puntaje_Morosidad4,Puntaje_Morosidad5,Puntaje_Morosidad6,Saldo_Pendiente_Seg,Siniestros1,Siniestros2,Siniestros3,Siniestros4,Siniestros5,Siniestros6,Estado_Siniestro
185,44,1,604.86,0,0,0,0,0,0,0,0,0,0,0,0,0,no
238,79,1,1006.21,0,0,0,0,0,0,0,0,0,0,0,0,0,no
346,102,1,299.23,0,0,0,0,0,0,0,0,0,0,0,0,0,no
460,,1,645.19,0,0,0,0,0,0,0,0,0,0,0,0,0,no
549,109,,218,0,0,0,0,0,0,0,0,0,0,0,0,0,no
559,183,,10.32,0,0,0,0,0,0,0,0,0,0,0,0,0,no
666,172,0,3517.07,0,0,0,0,0,0,0,0,0,0,0,0,0,no
676,76,1,216.52,0,0,1,0,0,0,0,0,0,0,1,1,1,no
696,136,0,1908.69,0,0,0,0,0,0,0,0,0,0,0,0,0,no
907,171,0,1895.19,0,0,0,0,0,0,0,0,0,0,0,0,0,no
974,93,1,1310.43,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1083,119,1,5085.55,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1186,9,,4871.7,0,0,0,0,0,1,0,0,0,0,0,0,0,no
1196,17,1,193.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1454,122,1,83.34,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1552,59,,39.77,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1652,168,5,335.69,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1677,178,1,3054.95,0,0,0,0,0,0,0,0,0,0,0,0,0,no
1717,220,3,12495.04,0,0,0,0,0,0,0,0,0,0,0,0,0,no
2022,16,1,5600.89,0,0,0,1,0,0,0,0,0,0,1,0,1,no
2070,,1,1174.48,0,0,0,0,0,0,0,0,0,0,0,0,0,no
2161,61,1,91.77,0,0,0,0,0,0,59503.86,0,0,0,0,0,0,no
2174,85,3,3646.29,0,0,0,0,0,0,0,0,0,0,0,0,0,no
2646,50,1,8.35,1,0,0,,,,0,0,0,0,0,0,0,si
2647,51,3,6360.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no
2652,87,1,7240.69,0,0,0,0,0,1,0,0,0,0,0,0,0,no
3666,15,1,276.72,0,0,0,0,0,0,0,0,0,0,0,0,0,no
3760,,1,3333.73,0,0,0,0,0,0,0,0,0,0,0,0,0,no
3781,72,3,15786.2,0,0,0,0,0,0,0,0,0,0,0,0,0,no
3876,46,1,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,no
4250,,4,4216.36,0,0,0,0,0,0,131373.27,0,0,0,0,0,0,no
4447,24,1,6961.42,0,0,0,0,0,0,0,0,0,0,0,0,0,no
4460,,3,21713.43,0,0,0,0,0,0,0,0,0,0,0,0,0,no
4584,9,1,281.02,0,0,0,0,1,0,0,1,1,1,1,1,1,no
4738,43,1,167.9,0,0,0,0,0,0,0,0,0,0,0,0,0,no
5153,255,5,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,no
5302,69,1,7927.79,0,0,0,0,0,0,16091.64,0,0,0,0,0,0,no
5439,44,3,5024.34,0,0,0,0,0,0,0,0,0,0,0,0,0,no
5575,52,4,909.88,0,0,0,0,1,0,0,0,0,0,0,0,0,no
5906,11,0,330.19,0,0,0,0,0,0,0,0,0,0,0,0,0,no
5993,34,0,479.58,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6007,48,1,180.99,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6061,110,1,3061.62,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6079,102,1,1195.58,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6166,29,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6226,95,3,392.96,0,0,0,0,0,0,18725.4,0,0,0,0,0,0,no
6350,,3,10131.35,0,0,0,0,0,0,0,0,0,0,0,0,0,no
6407,168,3,1921.27,0,2,1,0,0,0,0,0,0,0,0,0,0,no
6484,84,0,1677.55,0,0,0,1,0,1,0,2,2,2,2,2,2,no
6751,172,1,2934.36,0,0,0,0,0,0,32561.89,0,0,0,0,0,0,no
7004,32,1,846.44,0,0,0,0,0,0,0,0,0,0,0,0,0,no
7382,17,0,1586.51,0,0,0,0,0,0,0,8,8,8,7,6,5,no
7422,16,0,225.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no
7609,11,0,591.01,0,0,0,0,0,0,0,0,0,0,0,0,0,no
7744,97,1,9894.27,0,0,0,0,0,0,0,1,1,1,1,1,1,no
7946,70,1,233.03,1,0,0,0,0,0,2746.64,0,0,0,0,0,0,no
7988,118,1,2494,0,0,0,0,1,1,0,0,0,0,0,6,5,no
8027,11,0,288.66,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8183,127,0,930.51,2,1,2,1,1,0,0,2,3,1,0,0,0,si
8249,45,3,694.06,0,0,0,1,1,0,0,0,0,0,0,0,0,no
8493,50,1,3172.73,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8647,111,4,6019.4,0,0,0,0,0,0,0,0,0,0,0,0,0,no
8810,,1,1378.92,0,0,0,0,0,0,0,1,0,0,0,0,1,no
9052,7,0,743.21,1,1,0,0,0,0,0,2,2,2,2,2,0,no
9198,90,1,5733.35,0,0,0,0,0,0,1609.72,0,0,0,0,0,0,no
9305,61,3,261.64,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9455,95,0,3179.23,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9497,156,1,57.87,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9546,6,0,310.21,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9591,118,4,18795.63,0,0,0,0,1,0,0,0,0,0,2,1,1,no
9686,114,1,11245.63,0,0,0,1,0,0,0,0,0,0,0,0,0,no
9763,190,0,5263.07,0,0,0,0,0,0,0,0,0,0,0,0,0,no
9979,73,,145.86,1,0,0,0,0,0,0,0,0,0,0,0,0,si
10080,,1,17095.92,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10081,190,1,232.16,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10141,10,1,1144.69,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10186,6,0,652.05,0,0,0,0,0,0,0,0,0,1,0,0,1,no
10249,201,3,22782.45,0,0,0,0,1,1,0,0,0,0,0,0,0,no
10319,43,0,877.58,0,1,0,0,1,1,0,0,0,1,0,0,0,no
10334,51,4,1508.69,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10527,75,3,15231.65,0,0,0,0,0,0,0,0,0,0,0,0,0,no
10582,136,1,385.78,0,0,1,0,0,0,0,0,0,0,0,0,0,no
10664,98,0,1277.87,0,0,1,1,0,0,0,1,1,1,1,0,0,no
10848,112,1,3363.16,0,0,0,0,0,0,0,0,0,0,0,0,0,no
11266,11,0,1292.31,0,0,0,0,0,0,0,1,2,2,1,0,0,no
11285,203,4,7802.1,0,0,0,0,1,0,56234.12,0,0,0,0,0,0,no
11329,119,1,525.4,0,0,0,0,0,0,38458.02,0,0,0,0,0,0,no
11356,49,1,3071.23,1,1,1,0,0,0,0,2,2,2,2,1,0,si
11420,,1,11289.43,0,0,0,0,0,0,0,0,0,0,0,0,0,no
11534,55,1,5619.37,0,0,0,0,0,0,0,0,0,0,0,0,0,no
11618,132,1,1105.51,1,1,1,0,0,0,0,5,3,4,3,3,3,no
11668,35,3,5939.78,0,0,0,0,0,0,0,0,0,0,0,0,0,no
11909,151,1,416.72,0,0,0,0,0,0,0,0,0,0,0,0,0,no
11938,19,0,355.02,0,0,0,0,1,1,0,0,0,0,0,0,0,no
12393,51,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,no
